Id,PID,MS SubClass,Lot Frontage,Lot Area,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,Street_Pave,Roof Matl_Membran,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Central Air_Y,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,con2_posa_posn
1044,527451290,1.6594721947359756,-2.800823970396332,-2.96951328794408,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,-0.48589745011325525,1971,1971,Gable,HdBoard,HdBoard,BrkFace,1.2871953710211046,-0.6382508149481481,TA,CBlock,TA,TA,No,ALQ,0.4591418468204296,Unf,-0.3717272286812469,-1.1173419432463403,483.0,GasA,3,SBrkr,-2.5191804445571084,1.1131200635253367,-0.12893674859611995,-1.134449184870811,-0.8363523174407176,-0.2569683876376889,1,1.3377477862484015,2,-0.16361596255644822,3,-1.860284494554713,Typ,-0.9950722574786423,None,Detchd,1971.0,Unf,1.0,264.0,TA,TA,Y,-0.9426604474811019,-1.072512496008294,-0.43652918208611446,-0.11424626398854959,-0.3100699925804395,-0.06308802978765117,None,None,None,-0.18097880127165075,7,2008,COD,-1.5998793956362307,1,-0.022266248460967406,-0.08653766145283459,-0.04456565178215864,-0.04983828792074762,1,-0.09749231957538035,-0.22103517560910724,-0.022266248460967402,-0.08358246194095852,0,2.3207920952483208,-0.0546086747308961
2752,906380150,-1.147946576657692,-0.17939939457677667,-0.37882687430662965,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,-0.48589745011325525,2005,2005,Gable,VinylSd,VinylSd,None,-0.8067771078307343,1.084858155438852,TA,PConc,Gd,TA,Av,GLQ,0.4675770254415917,Unf,-0.3717272286812469,0.6957530455505945,1208.0,GasA,5,SBrkr,0.2862573354048883,-0.8462848303820348,-0.12893674859611995,-0.5096180907822375,-0.8363523174407176,-0.2569683876376889,2,-0.7437679549337323,2,-0.16361596255644822,4,-0.17492255244600247,Typ,-0.9950722574786423,None,Attchd,2005.0,RFn,2.0,632.0,TA,TA,Y,0.903181675108921,0.8159159801792523,-0.43652918208611446,-0.11424626398854959,-0.3100699925804395,-0.06308802978765117,None,None,None,-0.18097880127165075,2,2006,WD ,0.23665678983660174,1,-0.022266248460967406,-0.08653766145283459,-0.04456565178215864,-0.04983828792074762,1,-0.09749231957538035,-0.22103517560910724,-0.022266248460967402,-0.08358246194095852,1,-0.4308873690355284,-0.0546086747308961
807,906226060,0.6999446418659245,2.283812976108534,2.4493811859942247,None,Reg,Bnk,AllPub,FR2,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,5,1.2739384443533337,1880,2007,Gable,HdBoard,HdBoard,None,-0.8067771078307343,1.084858155438852,TA,PConc,None,None,None,None,-1.3479381306073697,None,-0.3717272286812469,-2.054696946233457,0.0,GasA,5,SBrkr,0.4889514730789131,1.1799437662862653,-0.12893674859611995,1.1204519429131985,-0.8363523174407176,-0.2569683876376889,1,-0.7437679549337323,4,-0.16361596255644822,3,0.48379778644289595,Mod,0.8452784060623898,TA,Attchd,1900.0,Unf,2.0,576.0,TA,TA,P,-0.9426604474811019,-1.072512496008294,-0.43652918208611446,-0.11424626398854959,-0.3100699925804395,-0.06308802978765117,None,None,None,-0.18097880127165075,6,2009,WD ,-0.5922162097654751,1,-0.022266248460967406,-0.08653766145283459,-0.04456565178215864,-0.04983828792074762,1,-0.09749231957538035,-0.22103517560910724,-0.022266248460967402,-0.08358246194095852,1,-0.4308873690355284,-0.0546086747308961
1177,533236070,1.6594721947359756,-2.571658446380755,-2.25833273012656,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,-0.48589745011325525,1999,2000,Gable,MetalSd,MetalSd,BrkFace,1.393796229962826,1.084858155438852,TA,PConc,Gd,TA,No,GLQ,0.9013479833659352,Unf,-0.3717272286812469,-0.8853144458489198,960.0,GasA,5,SBrkr,-0.42661696527067255,1.1583592483312581,-0.12893674859611995,0.3904788124133545,1.1778442965729075,-0.2569683876376889,2,1.3377477862484015,3,-0.16361596255644822,4,0.48379778644289595,Typ,-0.9950722574786423,None,Detchd,2000.0,Unf,2.0,480.0,TA,TA,Y,1.0514325168100183,-1.072512496008294,-0.43652918208611446,-0.11424626398854959,-0.3100699925804395,-0.06308802978765117,None,None,None,-0.18097880127165075,12,2008,ConLD,0.45163354579151366,1,-0.022266248460967406,-0.08653766145283459,-0.04456565178215864,-0.04983828792074762,1,-0.09749231957538035,4.524166785871514,-0.022266248460967402,-0.08358246194095852,0,-0.4308873690355284,-0.0546086747308961
1480,907418040,-1.147946576657692,0.3102784595031919,0.13291915090387285,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,-0.48589745011325525,2007,2007,Gable,VinylSd,VinylSd,None,-0.8067771078307343,1.084858155438852,TA,PConc,Gd,TA,Av,GLQ,-0.6657585515732981,Unf,-0.3717272286812469,1.4309827284760748,1351.0,GasA,5,SBrkr,0.66389795702022,-0.8462848303820348,-0.12893674859611995,-0.1360313332550372,-0.8363523174407176,-0.2569683876376889,2,-0.7437679549337323,3,-0.16361596255644822,4,-0.17492255244600247,Typ,-0.9950722574786423,None,Attchd,2007.0,RFn,2.0,610.0,TA,TA,Y,-0.9426604474811019,0.7465296289552664,-0.43652918208611446,-0.11424626398854959,-0.3100699925804395,-0.06308802978765117,None,None,None,-0.18097880127165075,6,2008,WD ,0.3618712408435373,1,-0.022266248460967406,-0.08653766145283459,-0.04456565178215864,-0.04983828792074762,1,-0.09749231957538035,-0.22103517560910724,-0.022266248460967402,-0.08358246194095852,1,-0.4308873690355284,-0.0546086747308961
324,923202105,-1.147946576657692,1.1725886903361538,0.23630011063564688,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,-0.48589745011325525,2004,2005,Gable,VinylSd,VinylSd,None,-0.8067771078307343,-0.6382508149481481,TA,PConc,Ex,TA,Av,Unf,-1.3479381306073697,Unf,-0.3717272286812469,1.559305680991942,1430.0,GasA,5,SBrkr,0.8213790932156393,-0.8462848303820348,-0.12893674859611995,0.019950816597405968,-0.8363523174407176,-0.2569683876376889,2,-0.7437679549337323,3,-0.16361596255644822,4,0.48379778644289595,Typ,-0.9950722574786423,None,Attchd,2004.0,RFn,2.0,624.0,TA,TA,Y,-0.9426604474811019,-1.072512496008294,-0.43652918208611446,-0.11424626398854959,-0.3100699925804395,-0.06308802978765117,None,None,None,-0.18097880127165075,3,2010,WD ,0.09558445791520293,1,-0.022266248460967406,-0.08653766145283459,-0.04456565178215864,-0.04983828792074762,1,-0.09749231957538035,-0.22103517560910724,-0.022266248460967402,-0.08358246194095852,1,-0.4308873690355284,-0.0546086747308961
1311,902301140,0.6999446418659245,-1.8785385420809857,-1.3162355119016447,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,-0.48589745011325525,1916,1950,Gable,AsbShng,AsbShng,None,-0.8067771078307343,-0.6382508149481481,TA,BrkTil,TA,TA,No,Unf,-1.3479381306073697,Unf,-0.3717272286812469,0.35871577259257176,624.0,GasA,2,SBrkr,-1.752469414508673,1.1779900074949552,-0.12893674859611995,-0.17557714848112446,-0.8363523174407176,-0.2569683876376889,1,-0.7437679549337323,4,-0.16361596255644822,3,0.48379778644289595,Typ,-0.9950722574786423,None,Detchd,1916.0,Unf,3.0,513.0,Fa,Fa,Y,-0.9426604474811019,-1.072512496008294,2.2915282094061626,-0.11424626398854959,-0.3100699925804395,-0.06308802978765117,None,None,None,-0.18097880127165075,5,2008,COD,-1.2808726416625682,1,-0.022266248460967406,-0.08653766145283459,-0.04456565178215864,-0.04983828792074762,0,-0.09749231957538035,-0.22103517560910724,-0.022266248460967402,-0.08358246194095852,0,2.3207920952483208,-0.0546086747308961
770,905101490,-1.147946576657692,0.5913135487480145,-0.04907249544635364,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,0.42868126042638754,1963,1963,Gable,VinylSd,VinylSd,None,-0.8067771078307343,-0.6382508149481481,TA,PConc,TA,TA,No,Rec,0.7611420036264102,Unf,-0.3717272286812469,0.04424053978868541,1121.0,GasA,3,SBrkr,0.05107252785623679,-0.8462848303820348,-0.12893674859611995,-0.7419493440019251,1.1778442965729075,-0.2569683876376889,1,-0.7437679549337323,3,-0.16361596255644822,3,-0.9424872209858837,Typ,-0.9950722574786423,None,Detchd,1963.0,Unf,2.0,480.0,TA,TA,Y,-0.9426604474811019,0.9673229880401873,-0.43652918208611446,-0.11424626398854959,-0.3100699925804395,-0.06308802978765117,None,MnPrv,None,-0.18097880127165075,6,2009,WD ,-0.4488642785294665,1,-0.022266248460967406,-0.08653766145283459,-0.04456565178215864,-0.04983828792074762,1,-0.09749231957538035,-0.22103517560910724,-0.022266248460967402,-0.08358246194095852,1,-0.4308873690355284,-0.0546086747308961
2063,905107140,-1.147946576657692,0.16633150374548228,-0.19736157810215102,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,-0.48589745011325525,1977,1977,Gable,Plywood,Plywood,BrkFace,1.2052885552763108,-0.6382508149481481,TA,CBlock,TA,TA,No,Unf,-1.3479381306073697,Unf,-0.3717272286812469,0.4260548164494893,660.0,GasA,5,SBrkr,0.4815654059126604,-0.8462848303820348,-0.12893674859611995,-0.3164876778943695,-0.8363523174407176,-0.2569683876376889,1,1.3377477862484015,3,-0.16361596255644822,3,0.48379778644289595,Typ,0.8452784060623898,TA,Attchd,1977.0,RFn,2.0,528.0,TA,TA,Y,0.9889963817861347,-1.072512496008294,-0.43652918208611446,-0.11424626398854959,-0.3100699925804395,-0.06308802978765117,None,MnPrv,None,-0.18097880127165075,4,2007,WD ,-0.3714290195795448,1,-0.022266248460967406,-0.08653766145283459,-0.04456565178215864,-0.04983828792074762,1,-0.09749231957538035,-0.22103517560910724,-0.022266248460967402,-0.08358246194095852,1,-0.4308873690355284,-0.0546086747308961
69,528458070,0.4993042914204593,0.21458071052612454,-0.09035239546387222,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,-0.48589745011325525,2009,2009,Gable,VinylSd,VinylSd,None,-0.8067771078307343,-0.6382508149481481,TA,PConc,Gd,TA,Mn,GLQ,-0.6657585515732981,Unf,-0.3717272286812469,0.555105067124937,756.0,GasA,5,SBrkr,-1.1372132013122767,1.1927390353998195,-0.12893674859611995,0.2692757419531838,-0.8363523174407176,-0.2569683876376889,2,1.3377477862484015,3,-0.16361596255644822,4,0.48379778644289595,Typ,-0.9950722574786423,None,Attchd,2009.0,Unf,2.0,614.0,TA,TA,Y,1.0514325168100183,0.6974812934557078,-0.43652918208611446,-0.11424626398854959,-0.3100699925804395,-0.06308802978765117,None,None,None,-0.18097880127165075,6,2010,Con,0.637286643090964,1,-0.022266248460967406,-0.08653766145283459,-0.04456565178215864,-0.04983828792074762,1,-0.09749231957538035,4.524166785871514,-0.022266248460967402,-0.08358246194095852,0,-0.4308873690355284,-0.0546086747308961
2062,905106150,-1.147946576657692,1.8447127773211074,-0.07056630964807166,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,-0.48589745011325525,1968,1968,Gable,VinylSd,VinylSd,None,-0.8067771078307343,-0.6382508149481481,TA,CBlock,Gd,TA,No,BLQ,0.5941491899147523,Unf,-0.3717272286812469,-0.11211144981604977,894.0,GasA,4,SBrkr,-0.6538470135005534,-0.8462848303820348,-0.12893674859611995,-1.4367928443750984,-0.8363523174407176,-0.2569683876376889,1,-0.7437679549337323,3,-0.16361596255644822,3,-0.9424872209858837,Typ,0.8452784060623898,Po,Attchd,1968.0,Fin,2.0,450.0,TA,TA,Y,-0.9426604474811019,-1.072512496008294,-0.43652918208611446,-0.11424626398854959,-0.3100699925804395,-0.06308802978765117,None,None,None,-0.18097880127165075,5,2007,WD ,-0.6292711884715967,1,-0.022266248460967406,-0.08653766145283459,-0.04456565178215864,-0.04983828792074762,1,-0.09749231957538035,-0.22103517560910724,-0.022266248460967402,-0.08358246194095852,1,-0.4308873690355284,-0.0546086747308961
351,527131030,1.3469059651061281,-1.501643343196466,-0.9197191295337853,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,-0.48589745011325525,2000,2000,Gable,CemntBd,CmentBd,None,-0.8067771078307343,1.084858155438852,TA,PConc,Gd,TA,No,GLQ,1.1394602648679746,Unf,-0.3717272286812469,-0.25960394068840514,1501.0,GasA,5,SBrkr,1.2974790428821292,-0.8462848303820348,-0.12893674859611995,0.4922009153833549,1.1778442965729075,-0.2569683876376889,2,-0.7437679549337323,2,-0.16361596255644822,5,-0.9424872209858837,Typ,0.8452784060623898,Ex,Attchd,2000.0,Fin,2.0,499.0,TA,TA,Y,1.1200681470326779,0.823928593150412,-0.43652918208611446,-0.11424626398854959,-0.3100699925804395,-0.06308802978765117,None,None,None,-0.18097880127165075,10,2009,WD ,1.2980310203098224,1,-0.022266248460967406,-0.08653766145283459,-0.04456565178215864,-0.04983828792074762,1,-0.09749231957538035,-0.22103517560910724,-0.022266248460967402,-0.08358246194095852,1,-0.4308873690355284,-0.0546086747308961
