Id,PID,MS SubClass,Lot Frontage,Lot Area,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,Street_Pave,Roof Matl_Membran,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Central Air_Y,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,con2_posa_posn
351,527131030,120,40.0,5664,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CemntBd,CmentBd,None,0.0,3,TA,PConc,Gd,TA,No,GLQ,1158.0,Unf,0.0,343.0,1501.0,GasA,5,SBrkr,1659,0,0,1659,1.0,0.0,2,0,2,1,5,5,Typ,1,Ex,Attchd,2000.0,Fin,2.0,499.0,TA,TA,Y,212,59,0,0,0,0,None,None,None,0,10,2009,WD ,278000,1,0,0,0,0,1,0,0,0,0,1,0,0
12,527165230,20,69.05520046484602,7980,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,7,1992,2007,Gable,HdBoard,HdBoard,None,0.0,2,Gd,PConc,Gd,TA,No,ALQ,935.0,Unf,0.0,233.0,1168.0,GasA,5,SBrkr,1187,0,0,1187,1.0,0.0,2,0,3,1,3,6,Typ,0,None,Attchd,1992.0,Fin,2.0,420.0,TA,TA,Y,483,21,0,0,0,0,None,GdPrv,Shed,500,3,2010,WD ,185000,1,0,0,0,0,1,0,0,0,0,1,0,0
2339,527250040,190,100.0,34650,None,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1955,1955,Hip,Wd Sdng,Wd Sdng,None,0.0,2,TA,CBlock,TA,TA,Mn,Rec,1056.0,Unf,0.0,0.0,1056.0,GasA,3,SBrkr,1056,0,0,1056,1.0,0.0,1,0,3,1,3,5,Typ,0,None,Attchd,1955.0,Fin,2.0,572.0,TA,TA,Y,264,0,0,0,0,0,None,None,None,0,1,2006,WD ,145000,1,0,0,0,0,0,0,0,0,0,1,0,0
624,535104120,20,92.0,10573,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1961,1961,Hip,MetalSd,MetalSd,BrkFace,3.0,2,TA,CBlock,TA,TA,No,Rec,1312.0,Unf,0.0,141.0,1453.0,GasA,5,SBrkr,1453,0,0,1453,1.0,0.0,2,0,3,1,3,6,Typ,1,TA,Attchd,1961.0,RFn,2.0,530.0,TA,TA,Y,0,49,0,0,288,0,None,GdPrv,None,0,4,2009,WD ,187500,1,0,0,0,0,1,0,0,0,0,1,0,0
86,532376160,20,65.0,8450,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2009,Gable,MetalSd,MetalSd,None,0.0,2,Gd,CBlock,TA,TA,No,GLQ,553.0,BLQ,117.0,224.0,894.0,GasA,5,SBrkr,894,0,0,894,1.0,0.0,1,0,3,1,3,5,Typ,1,Gd,Detchd,1973.0,Unf,1.0,336.0,TA,TA,Y,416,144,0,0,0,0,None,MnPrv,None,0,4,2010,WD ,138500,1,0,0,0,0,1,0,0,0,0,1,0,0
1534,909277040,50,69.05520046484602,11700,Grvl,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1937,1995,Gable,WdShing,Wd Shng,None,0.0,2,TA,CBlock,TA,TA,No,BLQ,606.0,Unf,0.0,336.0,942.0,GasA,5,SBrkr,1265,673,0,1938,0.0,0.0,2,0,4,1,4,7,Min2,1,Gd,Detchd,1937.0,Unf,1.0,240.0,TA,TA,Y,0,40,0,0,0,0,None,None,None,0,7,2008,WD ,198000,1,0,0,0,0,1,0,0,0,0,1,0,0
2243,911103060,190,75.0,8250,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,2fmCon,2Story,5,6,1895,2006,Gable,VinylSd,VinylSd,None,0.0,2,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,957.0,957.0,GasA,2,SBrkr,1034,957,0,1991,0.0,0.0,2,0,4,2,3,9,Typ,0,None,None,1979.0,None,0.0,0.0,None,None,N,0,0,133,0,0,0,None,None,None,0,6,2007,WD ,119600,1,0,0,0,0,0,1,0,0,0,0,0,0
1957,535450190,50,60.0,8064,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,1949,2006,Gable,MetalSd,MetalSd,None,0.0,2,Gd,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,672.0,672.0,GasA,5,SBrkr,672,252,0,924,0.0,0.0,1,0,3,1,3,6,Typ,1,Po,Detchd,2003.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,Shed,2000,7,2007,WD ,122900,1,0,0,0,0,1,0,0,0,0,1,0,0
380,527355150,20,80.0,9600,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,8,5,1981,1981,Hip,BrkFace,BrkFace,None,0.0,3,TA,PConc,Gd,TA,No,ALQ,1104.0,Unf,0.0,1420.0,2524.0,GasA,3,SBrkr,2524,0,0,2524,1.0,0.0,2,1,4,1,4,9,Typ,1,Gd,Attchd,1981.0,Fin,2.0,542.0,TA,TA,Y,474,120,0,0,0,0,None,MnPrv,None,0,7,2009,WD ,278000,1,0,0,0,1,1,0,0,0,0,1,0,0
2860,909276010,70,69.05520046484602,11435,None,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,7,1929,1950,Gable,BrkFace,Stucco,None,0.0,2,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,792.0,792.0,GasA,2,SBrkr,792,725,0,1517,0.0,0.0,1,0,3,1,4,7,Typ,2,Gd,Detchd,1931.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2006,WD ,230000,1,0,0,0,0,1,0,0,0,0,1,0,0
2517,533250130,120,30.0,9549,None,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,BrkFace,BrkFace,None,0.0,3,Gd,PConc,Gd,Gd,Av,LwQ,437.0,GLQ,1057.0,0.0,1494.0,GasA,5,SBrkr,1494,0,0,1494,1.0,0.0,1,1,2,1,5,6,Typ,1,Gd,Attchd,1995.0,Fin,2.0,481.0,TA,TA,Y,0,30,0,0,216,0,None,None,None,0,4,2006,WD ,270000,1,0,0,0,0,1,0,0,0,0,1,0,0
1933,535302070,20,60.0,10950,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1952,1952,Hip,Wd Sdng,Wd Sdng,None,0.0,2,TA,CBlock,TA,TA,No,ALQ,441.0,Unf,0.0,507.0,948.0,GasA,3,SBrkr,948,0,0,948,0.0,0.0,1,0,2,1,3,5,Typ,0,None,Detchd,1952.0,Unf,2.0,410.0,TA,TA,N,0,48,0,0,0,0,None,None,None,0,4,2007,WD ,125000,1,0,0,0,0,1,0,0,0,0,1,0,0
820,906340110,20,79.0,10637,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,VinylSd,VinylSd,Stone,336.0,3,TA,PConc,Ex,TA,Gd,GLQ,1288.0,Unf,0.0,417.0,1705.0,GasA,5,SBrkr,1718,0,0,1718,1.0,0.0,2,0,3,1,4,7,Typ,1,Gd,Attchd,2007.0,RFn,3.0,826.0,TA,TA,Y,208,44,0,0,0,0,None,None,None,0,9,2009,WD ,297000,1,0,0,0,0,1,0,0,0,0,1,0,0
675,535426150,20,80.0,9000,None,IR1,HLS,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Flat,Wd Sdng,Wd Sdng,BrkFace,82.0,2,TA,CBlock,Gd,TA,Gd,Unf,0.0,Unf,0.0,160.0,160.0,GasA,2,SBrkr,1142,0,0,1142,0.0,0.0,1,0,2,1,3,5,Typ,1,Gd,Basment,1958.0,RFn,1.0,384.0,TA,TA,Y,0,28,64,0,0,0,None,None,None,0,4,2009,WD ,113500,1,0,1,0,0,1,0,0,0,0,1,0,0
2910,923225240,160,41.0,2665,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1977,1977,Gable,CemntBd,CmentBd,None,0.0,2,TA,PConc,TA,TA,No,ALQ,548.0,Rec,173.0,36.0,757.0,GasA,5,SBrkr,925,550,0,1475,0.0,0.0,2,0,4,1,3,6,Typ,1,TA,Attchd,1977.0,RFn,1.0,336.0,TA,TA,Y,104,26,0,0,0,0,None,None,None,0,7,2006,WD ,127000,1,0,0,0,0,1,0,0,0,0,0,1,0
21,527358140,20,105.0,11751,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1977,1977,Hip,Plywood,Plywood,BrkFace,480.0,2,TA,CBlock,Gd,TA,No,BLQ,705.0,Unf,0.0,1139.0,1844.0,GasA,5,SBrkr,1844,0,0,1844,0.0,0.0,2,0,3,1,3,7,Typ,1,TA,Attchd,1977.0,RFn,2.0,546.0,TA,TA,Y,0,122,0,0,0,0,None,MnPrv,None,0,1,2010,COD,190000,1,0,0,0,0,1,0,0,0,0,1,0,0
1873,534177210,20,80.0,9600,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Hip,HdBoard,HdBoard,BrkFace,320.0,2,TA,CBlock,TA,TA,No,ALQ,916.0,Unf,0.0,326.0,1242.0,GasA,2,SBrkr,1242,0,0,1242,0.0,0.0,1,1,3,1,3,6,Typ,1,TA,Attchd,1973.0,Unf,2.0,528.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,9,2007,WD ,175500,1,0,0,0,0,1,0,0,0,0,1,0,0
2125,907135050,20,60.0,8428,None,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,VinylSd,VinylSd,None,0.0,2,Gd,PConc,Gd,Gd,No,GLQ,420.0,Unf,0.0,570.0,990.0,GasA,5,SBrkr,990,0,0,990,1.0,0.0,1,0,3,1,3,5,Typ,0,None,Detchd,1995.0,Unf,1.0,384.0,TA,TA,Y,256,0,0,0,0,0,None,None,None,0,7,2007,WD ,146000,1,0,0,0,0,1,0,0,0,0,1,0,0
1489,908102260,20,75.0,9937,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,HdBoard,HdBoard,None,0.0,3,TA,CBlock,TA,TA,No,BLQ,830.0,LwQ,290.0,136.0,1256.0,GasA,4,SBrkr,1256,0,0,1256,1.0,0.0,1,1,3,1,3,6,Typ,0,None,Attchd,1965.0,Fin,1.0,276.0,TA,TA,Y,736,68,0,0,0,0,None,None,None,0,6,2008,WD ,147500,1,0,0,0,0,1,0,0,0,0,1,0,0
983,923275040,85,69.05520046484602,9101,None,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,Plywood,Plywood,BrkFace,104.0,2,Gd,PConc,Gd,TA,Av,GLQ,1097.0,Unf,0.0,0.0,1097.0,GasA,5,SBrkr,1110,0,0,1110,1.0,0.0,1,0,1,1,4,4,Typ,1,TA,Attchd,1978.0,Fin,2.0,602.0,TA,TA,Y,303,30,0,0,0,0,None,None,None,0,7,2009,WD ,165500,1,0,0,0,0,1,0,0,0,0,1,0,0
1325,902406090,50,81.0,12150,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1954,1954,Gable,MetalSd,MetalSd,BrkFace,335.0,2,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1050.0,1050.0,GasA,5,FuseF,1050,745,0,1795,0.0,0.0,2,0,4,1,3,7,Typ,0,None,Attchd,1954.0,Unf,1.0,352.0,Fa,TA,Y,0,0,0,0,0,0,None,None,None,0,11,2008,WD ,131500,1,0,0,0,0,0,0,0,0,0,0,1,0
1378,905102170,20,70.0,11200,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Hip,HdBoard,HdBoard,None,0.0,2,TA,CBlock,TA,TA,No,Rec,906.0,Unf,0.0,134.0,1040.0,GasA,5,SBrkr,1040,0,0,1040,1.0,0.0,1,0,3,1,3,5,Typ,0,None,Detchd,1965.0,Unf,1.0,384.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,2,2008,WD ,129500,1,0,0,0,0,1,0,0,0,0,1,0,0
1537,909281110,70,100.0,9670,None,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,6,1935,1950,Gable,BrkFace,Stucco,Stone,40.0,2,TA,PConc,TA,Fa,No,LwQ,210.0,Unf,0.0,398.0,608.0,GasA,3,SBrkr,983,890,0,1873,0.0,0.0,1,1,4,1,3,9,Typ,2,Gd,Detchd,1935.0,Fin,2.0,786.0,Fa,TA,Y,0,0,207,0,0,0,None,None,None,0,6,2008,WD ,257076,1,0,0,0,0,1,0,0,0,0,1,0,0
